Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12_MULTIPLE_CHOICE,Q17,Q18,Q20,Q22,Q23,Q24,Q25,Q26,Q32,Q37,Q40,Q43,Q46,Q48
Male,2,United States of America,Bachelor’s degree,Engineering (non-computer focused),Data Engineer,Computers/Technology,4-5,93898,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Javascript/Typescript,Python,Scikit-Learn,Other,4,3,2,1,Tabular Data,Fast.AI,Independent projects are equally important as academic achievements,0,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Other,4-5,184542,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,TensorFlow,Matplotlib,4,4,6,5,Image Data,Other,Independent projects are slightly more important than academic achievements,20-30,0-10,"Yes, most ML models are ""black boxes"""
Female,2,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Academics/Education,1-2,146986,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,PyTorch,Matplotlib,3,3,4,5,Other,Other,Independent projects are equally important as academic achievements,0-10,0-10,"Yes, most ML models are ""black boxes"""
Male,4,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Insurance/Risk Assessment,2-3,99432,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,Scala,SQL,Spark MLlib,Seaborn,3,3,3,1,Tabular Data,edX,No opinion; I do not know,0,0,I am confident that I can understand and explain the outputs of many but not all ML models
Male,9,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Other,Accounting/Finance,5-10,154234,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Seaborn,2,5,3,2,Tabular Data,Other,Independent projects are slightly more important than academic achievements,Other,0-10,"Yes, most ML models are ""black boxes"""
Male,2,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Shipping/Transportation,0-1,101520,We use ML methods for generating insights (but do not put working models into production),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",SQL,SQL,Prophet,ggplot2,1,3,3,4,Tabular Data,DataCamp,Independent projects are slightly more important than academic achievements,10-20,30-40,"Yes, most ML models are ""black boxes"""
Male,5,United States of America,Doctoral degree,Physics or astronomy,Data Scientist,Online Business/Internet-based Sales,0-1,135115,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Matplotlib,2,6,4,5,Tabular Data,Other,Independent projects are much more important than academic achievements,0,60-70,I do not know; I have no opinion on the matter
Male,5,China,Some college/university study without earning a bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Software Engineer,Marketing/CRM,10-15,59365,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Javascript/Typescript,Python,Keras,D3,3,6,2,1,Tabular Data,Fast.AI,Independent projects are much more important than academic achievements,Other,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,China,Master’s degree,Mathematics or statistics,Data Engineer,Broadcasting/Communications,3-4,44907,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Matplotlib,3,5,5,4,Text Data,Kaggle Learn,Independent projects are slightly more important than academic achievements,20-30,20-30,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Scientist,Retail/Sales,1-2,94226,"We recently started using ML methods (i.e., models in production for less than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",R,R,randomForest,ggplot2,4,4,5,5,Time Series Data,Other,Independent projects are equally important as academic achievements,0-10,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
Female,2,China,Doctoral degree,Mathematics or statistics,Student,I am a student,4-5,7569,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,3,5,5,4,Numerical Data,Coursera,Independent projects are slightly more important than academic achievements,10-20,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,"Information technology, networking, or system administration",Student,I am a student,0-1,4848,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,2,3,3,5,Numerical Data,Udemy,Independent projects are much more important than academic achievements,50-60,70-80,I am confident that I can explain the outputs of most if not all ML models
Male,4,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Other,Medical/Pharmaceutical,10-15,56242,No (we do not use ML methods),"Advanced statistical software (SPSS, SAS, etc.)",Python,Python,Scikit-Learn,Seaborn,3,2,2,2,Tabular Data,Udemy,Independent projects are much more important than academic achievements,10-20,10-20,I am confident that I can explain the outputs of most if not all ML models
Female,1,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1-2,8142,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Keras,D3,3,3,3,4,Other,Coursera,Independent projects are slightly more important than academic achievements,0-10,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Master’s degree,Engineering (non-computer focused),Data Scientist,Accounting/Finance,2-3,15247,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,4,3,3,5,Tabular Data,Coursera,Independent projects are much more important than academic achievements,0,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,5,India,Master’s degree,Engineering (non-computer focused),Product/Project Manager,Computers/Technology,20-25,153914,We use ML methods for generating insights (but do not put working models into production),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",Other,Python,Other,Other,2,6,2,0,Text Data,Coursera,Independent projects are equally important as academic achievements,40-50,50-60,"Yes, most ML models are ""black boxes"""
Male,7,India,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Manager,Manufacturing/Fabrication,25-30,84699,"We have well established ML methods (i.e., models in production for more than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",R,R,Other,ggplot2,1,4,5,4,Time Series Data,edX,Independent projects are much more important than academic achievements,20-30,70-80,I am confident that I can understand and explain the outputs of many but not all ML models
Female,2,China,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,3-4,63183,"We have well established ML methods (i.e., models in production for more than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Java,Python,Other,Other,3,3,3,5,Other,Other,Independent projects are slightly more important than academic achievements,0-10,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,1,United States of America,Bachelor’s degree,Mathematics or statistics,Data Scientist,Insurance/Risk Assessment,0-1,67311,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",R,R,Caret,ggplot2,3,4,4,5,Tabular Data,Coursera,Independent projects are slightly more important than academic achievements,0-10,90-100,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,6,United States of America,Doctoral degree,Physics or astronomy,Data Scientist,Online Service/Internet-based Services,4-5,160570,"We have well established ML methods (i.e., models in production for more than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,Keras,Matplotlib,2,6,6,5,Time Series Data,Udacity,Independent projects are equally important as academic achievements,Other,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,United States of America,Master’s degree,"Information technology, networking, or system administration",Other,Broadcasting/Communications,10-15,82192,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,3,4,5,4,Numerical Data,Online University Courses,Independent projects are slightly more important than academic achievements,30-40,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Insurance/Risk Assessment,2-3,78319,"We have well established ML methods (i.e., models in production for more than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",SAS/STATA,Python,Scikit-Learn,Matplotlib,4,5,4,5,Numerical Data,Other,Independent projects are equally important as academic achievements,0-10,90-100,I am confident that I can explain the outputs of most if not all ML models
Male,3,China,Professional degree,"Computer science (software engineering, etc.)",Data Engineer,Computers/Technology,2-3,75113,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,Python,Python,Scikit-Learn,Other,3,3,3,4,Numerical Data,Udacity,Independent projects are much more important than academic achievements,Other,60-70,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Other,5-10,89682,We are exploring ML methods (and may one day put a model into production),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",SQL,Python,Scikit-Learn,Other,2,5,5,1,Categorical Data,Online University Courses,Independent projects are slightly more important than academic achievements,0-10,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,India,Master’s degree,Engineering (non-computer focused),Manager,Online Business/Internet-based Sales,0-1,24665,We are exploring ML methods (and may one day put a model into production),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",SQL,SQL,Scikit-Learn,Other,1,4,5,2,Categorical Data,Other,Independent projects are much more important than academic achievements,0,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,China,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0-1,73962,I do not know,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,TensorFlow,Other,2,3,3,2,Other,Other,No opinion; I do not know,Other,Other,Other
Male,2,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Business Analyst,Computers/Technology,3-4,6065,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,D3,1,4,2,1,Categorical Data,Udemy,Independent projects are much more important than academic achievements,20-30,40-50,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,2,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,1-2,117225,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Keras,ggplot2,4,4,4,5,Tabular Data,Coursera,Independent projects are much more important than academic achievements,0-10,20-30,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,3,United States of America,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Research Scientist,Other,0-1,79262,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,R,Scikit-Learn,ggplot2,4,5,2,5,Text Data,Other,Independent projects are equally important as academic achievements,0-10,60-70,"Yes, most ML models are ""black boxes"""
Male,3,China,Bachelor’s degree,"Computer science (software engineering, etc.)",Developer Advocate,Online Business/Internet-based Sales,5-10,47760,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Java,Python,TensorFlow,Matplotlib,3,3,3,2,Text Data,Other,Independent projects are slightly more important than academic achievements,20-30,20-30,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,4,United States of America,No formal education past high school,no_undergrad,Data Scientist,Retail/Sales,2-3,114522,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,Python,Python,PyTorch,D3,4,5,5,5,Categorical Data,Coursera,Independent projects are much more important than academic achievements,10-20,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Master’s degree,"Computer science (software engineering, etc.)",Business Analyst,Other,1-2,29952,"We have well established ML methods (i.e., models in production for more than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",SQL,SQL,randomForest,ggplot2,1,4,3,4,Tabular Data,Coursera,Independent projects are much more important than academic achievements,10-20,20-30,"Yes, most ML models are ""black boxes"""
Male,2,China,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,5-10,34981,No (we do not use ML methods),Other,Java,Python,Scikit-Learn,Matplotlib,2,2,3,2,Categorical Data,Other,Independent projects are slightly more important than academic achievements,10-20,30-40,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Bachelor’s degree,Other,Consultant,Computers/Technology,2-3,8494,No (we do not use ML methods),Other,Other,Python,Other,Other,1,2,2,1,Text Data,Udacity,Independent projects are slightly more important than academic achievements,10-20,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,India,Bachelor’s degree,Engineering (non-computer focused),Data Analyst,Energy/Mining,5-10,18231,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",R,R,Caret,ggplot2,3,4,5,1,Tabular Data,Other,Independent projects are much more important than academic achievements,20-30,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,Germany,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Government/Public Service,4-5,181863,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Java,Python,Xgboost,Matplotlib,2,4,6,5,Other,Udacity,Independent projects are much more important than academic achievements,0,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,5-10,38939,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",SQL,Python,Scikit-Learn,Matplotlib,3,4,3,4,Text Data,Online University Courses,Independent projects are much more important than academic achievements,10-20,60-70,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,India,Master’s degree,"Information technology, networking, or system administration",Software Engineer,Accounting/Finance,2-3,6198,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Java,Python,Other,Other,3,3,2,1,Text Data,edX,Independent projects are much more important than academic achievements,0-10,Other,I do not know; I have no opinion on the matter
Male,3,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Broadcasting/Communications,5-10,23954,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",C#/.NET,Python,TensorFlow,Matplotlib,3,2,2,2,Other,Other,Independent projects are slightly more important than academic achievements,0,0,I do not know; I have no opinion on the matter
Male,2,India,Professional degree,"Computer science (software engineering, etc.)",Software Engineer,Accounting/Finance,5-10,13747,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Matplotlib,4,4,2,1,Numerical Data,Udacity,Independent projects are equally important as academic achievements,0,Other,Other
Male,1,India,Master’s degree,Engineering (non-computer focused),Student,I am a student,0-1,5672,I do not know,Other,Python,Python,PyTorch,Matplotlib,2,3,3,4,Image Data,Coursera,Independent projects are much more important than academic achievements,10-20,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,6,United States of America,Bachelor’s degree,Engineering (non-computer focused),Data Engineer,Energy/Mining,4-5,103370,"We recently started using ML methods (i.e., models in production for less than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,SQL,Scikit-Learn,Matplotlib,2,5,6,2,Time Series Data,Udemy,Independent projects are much more important than academic achievements,0-10,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,China,Master’s degree,Engineering (non-computer focused),Data Scientist,Online Service/Internet-based Services,10-15,205276,"We have well established ML methods (i.e., models in production for more than 2 years)",Other,Python,Python,Xgboost,Seaborn,1,5,8,5,Other,Kaggle Learn,Independent projects are equally important as academic achievements,20-30,10-20,"Yes, most ML models are ""black boxes"""
Male,3,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,1-2,75606,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,SQL,Scikit-Learn,Seaborn,3,4,4,5,Tabular Data,Coursera,Independent projects are equally important as academic achievements,Other,Other,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5-10,36288,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",C/C++,Python,Scikit-Learn,Other,4,2,2,2,Video Data,Other,Independent projects are much more important than academic achievements,20-30,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Retail/Sales,10-15,77300,"We have well established ML methods (i.e., models in production for more than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Scala,Python,Scikit-Learn,Matplotlib,3,5,7,4,Other,Coursera,Independent projects are much more important than academic achievements,0-10,30-40,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Business Analyst,Accounting/Finance,4-5,6848,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,1,2,1,4,Other,Kaggle Learn,Independent projects are slightly more important than academic achievements,0,0,I do not know; I have no opinion on the matter
Male,3,India,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Computers/Technology,5-10,11323,No (we do not use ML methods),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",SQL,SQL,Other,Other,3,4,2,1,Tabular Data,Kaggle Learn,Independent projects are much more important than academic achievements,Other,Other,Other
Male,2,India,Master’s degree,Engineering (non-computer focused),Data Analyst,Online Business/Internet-based Sales,2-3,19178,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",R,R,randomForest,ggplot2,4,4,3,2,Tabular Data,DataCamp,Independent projects are much more important than academic achievements,10-20,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Female,6,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,15-20,7060,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,2,6,7,2,Text Data,Other,Independent projects are much more important than academic achievements,10-20,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,6,United States of America,Master’s degree,Mathematics or statistics,Consultant,Government/Public Service,10-15,85559,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Matplotlib,1,4,2,2,Numerical Data,DataCamp,Independent projects are much more important than academic achievements,0-10,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,5,United States of America,Master’s degree,Engineering (non-computer focused),Salesperson,Retail/Sales,5-10,155352,"We recently started using ML methods (i.e., models in production for less than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,1,2,2,0,Tabular Data,Other,Independent projects are slightly more important than academic achievements,0,60-70,I am confident that I can explain the outputs of most if not all ML models
Male,3,Germany,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Retail/Sales,2-3,72663,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,2,4,4,5,Text Data,Udacity,Independent projects are much more important than academic achievements,0-10,90-100,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1-2,5792,"We have well established ML methods (i.e., models in production for more than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Keras,Matplotlib,5,3,3,5,Image Data,Other,Independent projects are much more important than academic achievements,50-60,50-60,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,China,Master’s degree,Mathematics or statistics,Software Engineer,Medical/Pharmaceutical,1-2,8543,We use ML methods for generating insights (but do not put working models into production),"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,TensorFlow,Matplotlib,2,4,4,5,Image Data,Udacity,Independent projects are slightly more important than academic achievements,0-10,0-10,"Yes, most ML models are ""black boxes"""
Male,2,China,Some college/university study without earning a bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Analyst,Retail/Sales,1-2,49539,I do not know,"Local or hosted development environments (RStudio, JupyterLab, etc.)",R,SQL,Other,Other,3,3,2,4,Other,Other,Independent projects are equally important as academic achievements,10-20,20-30,"Yes, most ML models are ""black boxes"""
Male,1,India,Bachelor’s degree,Engineering (non-computer focused),Other,Online Service/Internet-based Services,0-1,5554,We are exploring ML methods (and may one day put a model into production),"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,Scikit-Learn,ggplot2,3,2,2,2,Numerical Data,DataCamp,Independent projects are much more important than academic achievements,20-30,70-80,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0-1,14818,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,SQL,Fastai,Matplotlib,1,4,4,4,Tabular Data,Fast.AI,Independent projects are much more important than academic achievements,10-20,90-100,I am confident that I can explain the outputs of most if not all ML models
Male,3,India,Master’s degree,"Information technology, networking, or system administration",Software Engineer,Computers/Technology,3-4,33460,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Java,Python,Other,Other,3,2,1,4,Time Series Data,Kaggle Learn,Independent projects are much more important than academic achievements,0,0,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,4,Germany,Doctoral degree,Physics or astronomy,Research Scientist,Academics/Education,4-5,24187,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Matplotlib,3,4,2,4,Numerical Data,DataQuest,Independent projects are slightly more important than academic achievements,0-10,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,4,Brazil,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Academics/Education,15-20,55469,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,4,6,6,5,Tabular Data,edX,Independent projects are slightly more important than academic achievements,10-20,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,2-3,22437,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Keras,ggplot2,3,4,3,4,Image Data,Other,Independent projects are slightly less important than academic achievements,10-20,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,7676,"We recently started using ML methods (i.e., models in production for less than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,2,2,2,4,Other,Other,Independent projects are slightly more important than academic achievements,10-20,30-40,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,India,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Insurance/Risk Assessment,10-15,92330,We are exploring ML methods (and may one day put a model into production),Other,SQL,Python,Other,Other,1,5,2,5,Tabular Data,Udemy,Independent projects are slightly more important than academic achievements,60-70,60-70,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,China,Master’s degree,Environmental science or geology,Student,I am a student,4-5,7014,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,TensorFlow,Other,2,2,2,1,Other,Other,Independent projects are much more important than academic achievements,Other,Other,Other
Female,8,Germany,I prefer not to answer,"Computer science (software engineering, etc.)",Data Analyst,Insurance/Risk Assessment,10-15,110049,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",SQL,Python,Scikit-Learn,ggplot2,3,5,2,5,Tabular Data,DataCamp,Independent projects are much more important than academic achievements,Other,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,Russia,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,5-10,32791,"We have well established ML methods (i.e., models in production for more than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",C/C++,Python,TensorFlow,Matplotlib,3,4,5,1,Image Data,Coursera,Independent projects are slightly more important than academic achievements,Other,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,Germany,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Research Scientist,Academics/Education,2-3,23574,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Seaborn,4,2,2,4,Numerical Data,Other,Independent projects are much more important than academic achievements,10-20,90-100,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,Germany,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)",Research Assistant,Academics/Education,0-1,17111,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",R,R,Other,ggplot2,2,4,5,4,Time Series Data,Coursera,Independent projects are equally important as academic achievements,0,60-70,I am confident that I can understand and explain the outputs of many but not all ML models
Female,3,Germany,Doctoral degree,"Computer science (software engineering, etc.)",Research Scientist,Academics/Education,2-3,47461,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Java,Python,Other,Seaborn,2,3,3,4,Other,Coursera,Independent projects are slightly more important than academic achievements,10-20,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,2-3,10528,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Javascript/Typescript,Python,Keras,Matplotlib,3,3,2,2,Tabular Data,Coursera,Independent projects are equally important as academic achievements,0-10,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,2,Germany,Master’s degree,Mathematics or statistics,Business Analyst,Online Business/Internet-based Sales,2-3,52697,No (we do not use ML methods),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",SQL,Python,Scikit-Learn,Matplotlib,1,4,1,2,Numerical Data,Kaggle Learn,No opinion; I do not know,20-30,10-20,I do not know; I have no opinion on the matter
Male,2,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Physics or astronomy,Software Engineer,Other,1-2,35172,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Matplotlib,1,4,1,1,Geospatial Data,edX,Independent projects are slightly more important than academic achievements,0,0,I do not know; I have no opinion on the matter
Male,3,United States of America,Master’s degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,1-2,95591,"We have well established ML methods (i.e., models in production for more than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,SQL,Scikit-Learn,Matplotlib,3,4,3,4,Tabular Data,DataCamp,Independent projects are much more important than academic achievements,0,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
